date,CPU rate
2019-05-02 11:10,4688.124587
2019-05-02 11:20,4994.120399
2019-05-02 11:30,4497.157543
2019-05-02 11:40,4401.410156
2019-05-02 11:50,4675.697281
2019-05-02 12:00,4800.273417
2019-05-02 12:10,4766.890859
2019-05-02 12:20,5016.726907
2019-05-02 12:30,4850.781272
2019-05-02 12:40,4817.147261
2019-05-02 12:50,5155.45663
2019-05-02 13:00,6719.421906
2019-05-02 13:10,6109.617651
2019-05-02 13:20,5029.571581
2019-05-02 13:30,4751.591567
2019-05-02 13:40,4918.973194
2019-05-02 13:50,5060.728379
2019-05-02 14:00,5252.402672
2019-05-02 14:10,5272.277169
2019-05-02 14:20,5422.817656
2019-05-02 14:30,5440.280403
2019-05-02 14:40,5459.258009
2019-05-02 14:50,5433.314406
2019-05-02 15:00,5346.171394
2019-05-02 15:10,5386.86563
2019-05-02 15:20,5535.945169
2019-05-02 15:30,5480.770627
2019-05-02 15:40,6116.125153
2019-05-02 15:50,6074.745243
2019-05-02 16:00,5549.901053
2019-05-02 16:10,5465.181569
2019-05-02 16:20,5293.864014
2019-05-02 16:30,5314.304782
2019-05-02 16:40,5512.589236
2019-05-02 16:50,5590.425727
2019-05-02 17:00,5309.091159
2019-05-02 17:10,5360.694499
2019-05-02 17:20,5402.797603
2019-05-02 17:30,5357.94279
2019-05-02 17:40,5566.499158
2019-05-02 17:50,5634.363019
2019-05-02 18:00,5384.119102
2019-05-02 18:10,5312.085134
2019-05-02 18:20,5395.780061
2019-05-02 18:30,6320.364725
2019-05-02 18:40,5859.799813
2019-05-02 18:50,5411.030371
2019-05-02 19:00,5759.4288
2019-05-02 19:10,5672.8078
2019-05-02 19:20,5738.606938
2019-05-02 19:30,5549.839608
2019-05-02 19:40,5529.03966
2019-05-02 19:50,6355.501101
2019-05-02 20:00,5498.055551
2019-05-02 20:10,5275.268796
2019-05-02 20:20,5415.662334
2019-05-02 20:30,5293.769427
2019-05-02 20:40,5419.697396
2019-05-02 20:50,5175.771919
2019-05-02 21:00,5113.733598
2019-05-02 21:10,5092.763387
2019-05-02 21:20,5200.907718
2019-05-02 21:30,5292.918994
2019-05-02 21:40,5144.675309
2019-05-02 21:50,4976.003955
2019-05-02 22:00,5021.955625
2019-05-02 22:10,5054.490054
2019-05-02 22:20,5288.627869
2019-05-02 22:30,5486.099738
2019-05-02 22:40,5367.514574
2019-05-02 22:50,5307.101408
2019-05-02 23:00,4936.178111
2019-05-02 23:10,5048.744509
2019-05-02 23:20,5252.382068
2019-05-02 23:30,5891.605338
2019-05-02 23:40,5380.431649
2019-05-02 23:50,5639.125507
2019-05-03 0:00,5750.799775
2019-05-03 0:10,5479.299171
2019-05-03 0:20,5237.444858
2019-05-03 0:30,5385.090053
2019-05-03 0:40,4724.167962
2019-05-03 0:50,6417.23535
2019-05-03 1:00,6618.079605
2019-05-03 1:10,6696.941634
2019-05-03 1:20,5501.017403
2019-05-03 1:30,4871.169502
2019-05-03 1:40,5261.312487
2019-05-03 1:50,5126.46961
2019-05-03 2:00,5171.377154
2019-05-03 2:10,5465.052096
2019-05-03 2:20,5354.111638
2019-05-03 2:30,5369.031108
2019-05-03 2:40,4972.45768
2019-05-03 2:50,5111.684031
2019-05-03 3:00,4929.30332
2019-05-03 3:10,4658.859101
2019-05-03 3:20,5012.787528
2019-05-03 3:30,5052.352655
2019-05-03 3:40,5935.085351
2019-05-03 3:50,5913.82027
2019-05-03 4:00,5264.802333
2019-05-03 4:10,5072.999068
2019-05-03 4:20,4190.365164
2019-05-03 4:30,4164.909151
2019-05-03 4:40,4227.649832
2019-05-03 4:50,4832.339854
2019-05-03 5:00,4526.6764
2019-05-03 5:10,4339.358602
2019-05-03 5:20,4521.197605
2019-05-03 5:30,4640.753599
2019-05-03 5:40,4616.934784
2019-05-03 5:50,4590.435212
2019-05-03 6:00,4496.344992
2019-05-03 6:10,4186.568082
2019-05-03 6:20,4060.894237
2019-05-03 6:30,4093.211365
2019-05-03 6:40,4085.30491
2019-05-03 6:50,4802.536187
2019-05-03 7:00,5070.498548
2019-05-03 7:10,4071.695093
2019-05-03 7:20,4824.654546
2019-05-03 7:30,4288.909924
2019-05-03 7:40,4364.254811
2019-05-03 7:50,4676.489608
2019-05-03 8:00,4342.628399
2019-05-03 8:10,4541.453859
2019-05-03 8:20,5008.411202
2019-05-03 8:30,4502.366377
2019-05-03 8:40,4753.05792
2019-05-03 8:50,4954.92182
2019-05-03 9:00,5093.386674
2019-05-03 9:10,4959.866283
2019-05-03 9:20,4804.446024
2019-05-03 9:30,5385.035795
2019-05-03 9:40,5421.068329
2019-05-03 9:50,5451.00506
2019-05-03 10:00,5295.908175
2019-05-03 10:10,5349.938767
2019-05-03 10:20,5327.846907
2019-05-03 10:30,5361.739806
2019-05-03 10:40,5656.071738
2019-05-03 10:50,5620.687439
2019-05-03 11:00,5905.952289
2019-05-03 11:10,5443.822077
2019-05-03 11:20,5730.758041
2019-05-03 11:30,5491.800667
2019-05-03 11:40,5468.161334
2019-05-03 11:50,5612.524838
2019-05-03 12:00,5613.91818
2019-05-03 12:10,5501.627967
2019-05-03 12:20,5267.634702
2019-05-03 12:30,5187.50687
2019-05-03 12:40,5339.826633
2019-05-03 12:50,5927.152299
2019-05-03 13:00,5403.046161
2019-05-03 13:10,5596.979509
2019-05-03 13:20,5512.698391
2019-05-03 13:30,5320.018308
2019-05-03 13:40,5527.87074
2019-05-03 13:50,5475.370576
2019-05-03 14:00,5413.256969
2019-05-03 14:10,5360.887238
2019-05-03 14:20,5526.035001
2019-05-03 14:30,5561.622883
2019-05-03 14:40,5858.180537
2019-05-03 14:50,5844.353493
2019-05-03 15:00,5717.638271
2019-05-03 15:10,5690.077165
2019-05-03 15:20,5903.331896
2019-05-03 15:30,5595.972484
2019-05-03 15:40,5910.307403
2019-05-03 15:50,5993.552774
2019-05-03 16:00,6032.753442
2019-05-03 16:10,5860.911362
2019-05-03 16:20,5937.35647
2019-05-03 16:30,6014.286573
2019-05-03 16:40,5912.582426
2019-05-03 16:50,5931.560466
2019-05-03 17:00,5854.651492
2019-05-03 17:10,5867.891455
2019-05-03 17:20,5829.604734
2019-05-03 17:30,5963.783936
2019-05-03 17:40,5993.64694
2019-05-03 17:50,5949.168234
2019-05-03 18:00,5835.675003
2019-05-03 18:10,5718.35411
2019-05-03 18:20,5576.614501
2019-05-03 18:30,5490.799891
2019-05-03 18:40,5356.196287
2019-05-03 18:50,5243.141422
2019-05-03 19:00,5385.142258
2019-05-03 19:10,5530.567938
2019-05-03 19:20,5520.791692
2019-05-03 19:30,5251.135537
2019-05-03 19:40,5624.734364
2019-05-03 19:50,7040.015977
2019-05-03 20:00,5870.466351
2019-05-03 20:10,5391.594598
2019-05-03 20:20,5139.080538
2019-05-03 20:30,5183.78626
2019-05-03 20:40,5044.491637
2019-05-03 20:50,5229.582581
2019-05-03 21:00,5180.876078
2019-05-03 21:10,5216.673221
2019-05-03 21:20,5497.439771
2019-05-03 21:30,5376.492402
2019-05-03 21:40,5516.013094
2019-05-03 21:50,5530.451538
2019-05-03 22:00,5454.044051
2019-05-03 22:10,6052.309722
2019-05-03 22:20,5930.125003
2019-05-03 22:30,5211.28346
2019-05-03 22:40,4849.61345
2019-05-03 22:50,4909.614854
2019-05-03 23:00,5295.298356
2019-05-03 23:10,5236.613805
2019-05-03 23:20,4982.562115
2019-05-03 23:30,5032.195688
2019-05-03 23:40,4842.20244
2019-05-03 23:50,4806.530967
2019-05-04 0:00,4774.667028
2019-05-04 0:10,5251.260728
2019-05-04 0:20,4956.297128
2019-05-04 0:30,4686.71798
2019-05-04 0:40,4569.858515
2019-05-04 0:50,5039.37105
2019-05-04 1:00,5284.514315
2019-05-04 1:10,4455.365979
2019-05-04 1:20,4273.292722
2019-05-04 1:30,4804.063774
2019-05-04 1:40,5385.49653
2019-05-04 1:50,6136.09491
2019-05-04 2:00,5100.222152
2019-05-04 2:10,4816.585813
2019-05-04 2:20,5297.035828
2019-05-04 2:30,5010.698384
2019-05-04 2:40,4895.452461
2019-05-04 2:50,5106.125894
2019-05-04 3:00,5558.228545
2019-05-04 3:10,5502.98877
2019-05-04 3:20,5595.544646
2019-05-04 3:30,5493.431841
2019-05-04 3:40,5632.018184
2019-05-04 3:50,5681.93664
2019-05-04 4:00,5384.799191
2019-05-04 4:10,5348.008406
2019-05-04 4:20,5498.525774
2019-05-04 4:30,5351.926453
2019-05-04 4:40,5116.423186
2019-05-04 4:50,5591.798435
2019-05-04 5:00,5571.860972
2019-05-04 5:10,5798.161391
2019-05-04 5:20,5236.718835
2019-05-04 5:30,5074.522246
2019-05-04 5:40,5137.910681
2019-05-04 5:50,4981.977121
2019-05-04 6:00,4843.727187
2019-05-04 6:10,4791.641829
2019-05-04 6:20,5019.130532
2019-05-04 6:30,4846.109455
2019-05-04 6:40,4700.712413
2019-05-04 6:50,4816.672224
2019-05-04 7:00,4776.908354
2019-05-04 7:10,4813.067362
2019-05-04 7:20,4527.871308
2019-05-04 7:30,4748.791853
2019-05-04 7:40,4785.861672
2019-05-04 7:50,4791.537393
2019-05-04 8:00,4891.617706
2019-05-04 8:10,5158.544576
2019-05-04 8:20,5199.706393
2019-05-04 8:30,5237.83217
2019-05-04 8:40,5297.978142
2019-05-04 8:50,4921.244659
2019-05-04 9:00,4574.63588
2019-05-04 9:10,4712.162445
2019-05-04 9:20,4764.893194
2019-05-04 9:30,4828.82709
2019-05-04 9:40,4531.206475
2019-05-04 9:50,4688.211219
2019-05-04 10:00,4667.402122
2019-05-04 10:10,4564.62806
2019-05-04 10:20,4911.660267
2019-05-04 10:30,4998.837864
2019-05-04 10:40,4938.354712
2019-05-04 10:50,5444.516525
2019-05-04 11:00,5288.934049
2019-05-04 11:10,4933.392025
2019-05-04 11:20,5213.502772
2019-05-04 11:30,4958.985156
2019-05-04 11:40,5227.129129
2019-05-04 11:50,6191.071112
2019-05-04 12:00,4885.423952
2019-05-04 12:10,4970.523171
2019-05-04 12:20,4862.810209
2019-05-04 12:30,4866.427761
2019-05-04 12:40,5124.308649
2019-05-04 12:50,5209.486811
2019-05-04 13:00,5139.072064
2019-05-04 13:10,5066.981924
2019-05-04 13:20,7030.496647
2019-05-04 13:30,7126.185352
2019-05-04 13:40,5961.231864
2019-05-04 13:50,5817.131068
2019-05-04 14:00,5530.678706
2019-05-04 14:10,5645.113669
2019-05-04 14:20,5487.014282
2019-05-04 14:30,5338.634283
2019-05-04 14:40,5498.32321
2019-05-04 14:50,5590.120961
2019-05-04 15:00,5551.651987
2019-05-04 15:10,6283.293162
2019-05-04 15:20,6537.663399
2019-05-04 15:30,5959.651281
2019-05-04 15:40,5714.731902
2019-05-04 15:50,5700.409023
2019-05-04 16:00,5938.483752
2019-05-04 16:10,5804.504315
2019-05-04 16:20,5629.271105
2019-05-04 16:30,5756.622152
2019-05-04 16:40,5688.457121
2019-05-04 16:50,5609.497499
2019-05-04 17:00,5730.040292
2019-05-04 17:10,5953.408209
2019-05-04 17:20,7186.436097
2019-05-04 17:30,5961.652544
2019-05-04 17:40,6829.114241
2019-05-04 17:50,6544.970688
2019-05-04 18:00,6214.621105
2019-05-04 18:10,6369.776392
2019-05-04 18:20,6033.670526
2019-05-04 18:30,5927.68625
2019-05-04 18:40,6308.052466
2019-05-04 18:50,5935.312665
2019-05-04 19:00,6252.610547
2019-05-04 19:10,6057.612734
2019-05-04 19:20,6449.846955
2019-05-04 19:30,6632.981219
2019-05-04 19:40,6598.356965
2019-05-04 19:50,6805.554707
2019-05-04 20:00,6691.99869
2019-05-04 20:10,6653.251207
2019-05-04 20:20,6756.179313
2019-05-04 20:30,7054.410014
2019-05-04 20:40,6974.514426
2019-05-04 20:50,6971.889402
2019-05-04 21:00,6954.98375
2019-05-04 21:10,7037.381507
2019-05-04 21:20,7012.680569
2019-05-04 21:30,6974.115572
2019-05-04 21:40,6911.292446
2019-05-04 21:50,6870.665513
2019-05-04 22:00,6816.617434
2019-05-04 22:10,6802.13221
2019-05-04 22:20,7024.452049
2019-05-04 22:30,6905.341333
2019-05-04 22:40,6849.788069
2019-05-04 22:50,6737.805458
2019-05-04 23:00,6652.096053
2019-05-04 23:10,6851.083845
2019-05-04 23:20,6691.782837
2019-05-04 23:30,6395.016245
2019-05-04 23:40,6943.455043
2019-05-04 23:50,6421.030435
2019-05-05 0:00,6370.560431
2019-05-05 0:10,6151.038343
2019-05-05 0:20,6418.491739
2019-05-05 0:30,6484.711432
2019-05-05 0:40,6648.381409
2019-05-05 0:50,6816.655453
2019-05-05 1:00,6300.721477
2019-05-05 1:10,5901.412361
2019-05-05 1:20,6287.635234
2019-05-05 1:30,6128.991246
2019-05-05 1:40,5717.291412
2019-05-05 1:50,5427.895124
2019-05-05 2:00,5199.32631
2019-05-05 2:10,5041.864814
2019-05-05 2:20,5192.39329
2019-05-05 2:30,5303.545428
2019-05-05 2:40,5259.74105
2019-05-05 2:50,5189.014308
2019-05-05 3:00,5172.511469
2019-05-05 3:10,5156.304571
2019-05-05 3:20,5293.242647
2019-05-05 3:30,5060.731236
2019-05-05 3:40,4949.924664
2019-05-05 3:50,5229.992014
2019-05-05 4:00,4911.409274
2019-05-05 4:10,4828.926825
2019-05-05 4:20,4985.535171
2019-05-05 4:30,4808.157119
2019-05-05 4:40,5088.397561
2019-05-05 4:50,5322.794563
2019-05-05 5:00,5161.920807
2019-05-05 5:10,5197.504339
2019-05-05 5:20,5104.786677
2019-05-05 5:30,5040.772909
2019-05-05 5:40,4997.380599
2019-05-05 5:50,4836.603702
2019-05-05 6:00,4885.817734
2019-05-05 6:10,4489.264566
2019-05-05 6:20,4189.221049
2019-05-05 6:30,4531.136795
2019-05-05 6:40,4406.624886
2019-05-05 6:50,4471.808007
2019-05-05 7:00,4389.112255
2019-05-05 7:10,4301.593683
2019-05-05 7:20,4097.297155
2019-05-05 7:30,4025.203014
2019-05-05 7:40,4099.920703
2019-05-05 7:50,4312.592017
2019-05-05 8:00,4323.674043
2019-05-05 8:10,4534.33422
2019-05-05 8:20,4449.329932
2019-05-05 8:30,4245.058534
2019-05-05 8:40,4452.6993
2019-05-05 8:50,4398.117819
2019-05-05 9:00,4666.708324
2019-05-05 9:10,4653.430136
2019-05-05 9:20,4925.193307
2019-05-05 9:30,4844.25053
2019-05-05 9:40,5574.783333
2019-05-05 9:50,5042.43053
2019-05-05 10:00,4724.903893
2019-05-05 10:10,4338.468601
2019-05-05 10:20,4370.111865
2019-05-05 10:30,4144.882035
2019-05-05 10:40,4576.826018
2019-05-05 10:50,4345.861059
2019-05-05 11:00,4279.707229
2019-05-05 11:10,4747.911413
2019-05-05 11:20,4599.205085
2019-05-05 11:30,6455.315156
2019-05-05 11:40,5856.845
2019-05-05 11:50,4718.290475
2019-05-05 12:00,4405.947146
2019-05-05 12:10,4701.925443
2019-05-05 12:20,4660.576441
2019-05-05 12:30,4952.624745
2019-05-05 12:40,4970.536323
2019-05-05 12:50,4982.71014
2019-05-05 13:00,5035.375353
2019-05-05 13:10,5289.06404
2019-05-05 13:20,6035.092703
2019-05-05 13:30,5410.538012
2019-05-05 13:40,5316.719457
2019-05-05 13:50,5454.329704
2019-05-05 14:00,5394.097668
2019-05-05 14:10,5263.278308
2019-05-05 14:20,6048.020024
2019-05-05 14:30,4799.580068
2019-05-05 14:40,5336.928094
2019-05-05 14:50,4996.379338
2019-05-05 15:00,5676.305075
2019-05-05 15:10,5331.531914
2019-05-05 15:20,5190.07806
2019-05-05 15:30,5622.452106
2019-05-05 15:40,5676.861754
2019-05-05 15:50,5282.006297
2019-05-05 16:00,5252.678792
2019-05-05 16:10,5403.035196
2019-05-05 16:20,5145.873339
2019-05-05 16:30,4870.31237
2019-05-05 16:40,4783.288066
2019-05-05 16:50,4695.178425
2019-05-05 17:00,4682.096638
2019-05-05 17:10,4632.861477
2019-05-05 17:20,5221.843196
2019-05-05 17:30,5524.278083
2019-05-05 17:40,5295.291214
2019-05-05 17:50,5366.640696
2019-05-05 18:00,5518.455211
2019-05-05 18:10,5284.526324
2019-05-05 18:20,5266.959751
2019-05-05 18:30,5344.546678
2019-05-05 18:40,4860.504307
2019-05-05 18:50,4853.899856
2019-05-05 19:00,4536.584712
2019-05-05 19:10,4445.099292
2019-05-05 19:20,4865.808763
2019-05-05 19:30,4970.219221
2019-05-05 19:40,4715.013914
2019-05-05 19:50,4794.455846
2019-05-05 20:00,4580.030886
2019-05-05 20:10,4518.384932
2019-05-05 20:20,4689.171385
2019-05-05 20:30,4647.03845
2019-05-05 20:40,4593.210659
2019-05-05 20:50,4352.32913
2019-05-05 21:00,4345.063562
2019-05-05 21:10,4534.681564
2019-05-05 21:20,4489.48354
2019-05-05 21:30,4562.394652
2019-05-05 21:40,4490.488303
2019-05-05 21:50,4540.248936
2019-05-05 22:00,4524.247921
2019-05-05 22:10,4610.214525
2019-05-05 22:20,4395.547638
2019-05-05 22:30,3948.212872
2019-05-05 22:40,4066.106502
2019-05-05 22:50,4361.892048
2019-05-05 23:00,4329.180492
2019-05-05 23:10,4344.553097
2019-05-05 23:20,4176.77263
2019-05-05 23:30,4289.938526
2019-05-05 23:40,4334.705104
2019-05-05 23:50,4722.209026
2019-05-06 0:00,4480.589073
2019-05-06 0:10,4464.255702
2019-05-06 0:20,4632.935785
2019-05-06 0:30,4748.723381
2019-05-06 0:40,4805.031793
2019-05-06 0:50,4617.151296
2019-05-06 1:00,5586.706952
2019-05-06 1:10,5594.679542
2019-05-06 1:20,5815.947779
2019-05-06 1:30,5749.930581
2019-05-06 1:40,4842.4166
2019-05-06 1:50,5206.476053
2019-05-06 2:00,4714.79838
2019-05-06 2:10,4113.532388
2019-05-06 2:20,4272.158839
2019-05-06 2:30,4288.296528
2019-05-06 2:40,4595.197529
2019-05-06 2:50,4578.067838
2019-05-06 3:00,4661.417835
2019-05-06 3:10,4636.256724
2019-05-06 3:20,4627.632153
2019-05-06 3:30,4501.745786
2019-05-06 3:40,4397.001076
2019-05-06 3:50,5032.849551
2019-05-06 4:00,4910.82715
2019-05-06 4:10,4853.880226
2019-05-06 4:20,4710.024527
2019-05-06 4:30,4559.607281
2019-05-06 4:40,4466.099234
2019-05-06 4:50,4571.157726
2019-05-06 5:00,4612.279043
2019-05-06 5:10,4629.302196
2019-05-06 5:20,4730.923598
2019-05-06 5:30,4639.32411
2019-05-06 5:40,4567.031797
2019-05-06 5:50,4575.932393
2019-05-06 6:00,4419.459208
2019-05-06 6:10,4631.323846
2019-05-06 6:20,4765.063378
2019-05-06 6:30,4541.272948
2019-05-06 6:40,4429.882185
2019-05-06 6:50,4476.481811
2019-05-06 7:00,4195.40708
2019-05-06 7:10,4498.715577
2019-05-06 7:20,4653.745256
2019-05-06 7:30,4730.457443
2019-05-06 7:40,5032.922673
2019-05-06 7:50,4942.390675
2019-05-06 8:00,4870.755956
2019-05-06 8:10,4781.156039
2019-05-06 8:20,4656.060032
2019-05-06 8:30,5476.019769
2019-05-06 8:40,4940.279083
2019-05-06 8:50,4798.496176
2019-05-06 9:00,4507.77044
2019-05-06 9:10,4468.329799
2019-05-06 9:20,4488.381413
2019-05-06 9:30,4622.148404
2019-05-06 9:40,4259.727237
2019-05-06 9:50,4734.232201
2019-05-06 10:00,6252.50194
2019-05-06 10:10,5486.131203
2019-05-06 10:20,4636.971538
2019-05-06 10:30,4652.73244
2019-05-06 10:40,4657.383612
2019-05-06 10:50,4337.640512
2019-05-06 11:00,4921.588895
2019-05-06 11:10,4761.429015
2019-05-06 11:20,4758.085225
2019-05-06 11:30,5049.614839
2019-05-06 11:40,5111.107921
2019-05-06 11:50,5023.696503
2019-05-06 12:00,4885.186908
2019-05-06 12:10,4721.542147
2019-05-06 12:20,4611.17069
2019-05-06 12:30,4594.21836
2019-05-06 12:40,4731.394038
2019-05-06 12:50,4662.813488
2019-05-06 13:00,4713.793227
2019-05-06 13:10,4964.096648
2019-05-06 13:20,6132.981985
2019-05-06 13:30,5223.891259
2019-05-06 13:40,5763.062657
2019-05-06 13:50,5206.319518
2019-05-06 14:00,5126.365969
2019-05-06 14:10,4951.470602
2019-05-06 14:20,5410.331873
2019-05-06 14:30,4875.661985
2019-05-06 14:40,4916.228231
2019-05-06 14:50,5123.871543
2019-05-06 15:00,5027.196491
2019-05-06 15:10,5078.193853
2019-05-06 15:20,5379.362422
2019-05-06 15:30,5187.250605
2019-05-06 15:40,5300.930768
2019-05-06 15:50,5055.635829
2019-05-06 16:00,4967.46332
2019-05-06 16:10,5061.232372
2019-05-06 16:20,4831.418096
2019-05-06 16:30,4919.954541
2019-05-06 16:40,5154.523782
2019-05-06 16:50,5077.019612
2019-05-06 17:00,5190.944237
